fuel_log_id,vehicle_id,trip_id,fuel_date,fuel_type,fuel_litres,fuel_price_per_litre,fuel_cost,odometer_km
FL00037,VH038,TR02359,2026-01-02 07:06:36.799359,Diesel,64.10277242360829,190,12179.526760485574,143200.5933703348
FL00038,VH013,TR04025,2026-01-02 07:58:27.821564,Petrol,75.61660941207974,200,15123.321882415948,202444.57801374485
FL00039,VH044,TR00531,2026-01-02 08:50:18.843768,Petrol,98.95776163894905,200,19791.55232778981,60677.53060976329
FL00040,VH040,TR00991,2026-01-02 09:42:09.865973,Petrol,140.61266505787881,200,28122.533011575764,105703.69283916554
FL00041,VH041,TR02121,2026-01-02 10:34:00.888177,Diesel,93.42380735584435,190,17750.523397610425,41219.577254036216
FL00042,VH002,TR04965,2026-01-02 11:25:51.910382,Petrol,129.9962319244314,200,25999.246384886283,28182.52118110223
FL00043,VH035,TR02442,2026-01-02 12:17:42.932586,Diesel,130.7891875823501,190,24849.94564064652,155121.84548051003
FL00044,VH002,TR02529,2026-01-02 13:09:33.954790,Petrol,82.63657461875628,200,16527.314923751255,55381.85064613664
FL00045,VH023,TR02521,2026-01-02 14:01:24.976995,Diesel,58.645749809667024,190,11142.692463836735,24351.842062263713
FL00046,VH036,TR04409,2026-01-02 14:53:15.999199,Diesel,99.54034226649135,190,18912.665030633358,225303.5034895373
FL00047,VH030,TR01462,2026-01-02 15:45:07.021404,Diesel,72.42282786807797,190,13760.337294934816,138235.460748495
FL00048,VH022,TR00952,2026-01-02 16:36:58.043608,Petrol,21.401721425070605,200,4280.344285014121,42310.76977671632
FL00049,VH014,TR00965,2026-01-02 17:28:49.065813,Diesel,62.89327406054071,190,11949.722071502736,22822.27058741193
FL00050,VH023,TR02135,2026-01-02 18:20:40.088017,Diesel,149.1700993269055,190,28342.318872112046,38766.41281927747
FL00051,VH034,TR04455,2026-01-02 19:12:31.110222,Diesel,16.79166180368021,190,3190.4157426992397,123120.93767694737
FL00052,VH021,TR00695,2026-01-02 20:04:22.132426,Petrol,107.53336766612973,200,21506.67353322595,170431.66124053547
FL00053,VH007,TR02245,2026-01-02 20:56:13.154630,Petrol,127.76641870997459,200,25553.283741994917,163907.21799665093
FL00054,VH034,TR02804,2026-01-02 21:48:04.176835,Diesel,100.82162648655301,190,19156.109032445074,44661.540703479644
FL00055,VH011,TR03912,2026-01-02 22:39:55.199039,Diesel,89.7647523628606,190,17055.302948943514,162037.34844105013
FL00056,VH007,TR03025,2026-01-02 23:31:46.221244,Petrol,109.05761837702606,200,21811.523675405213,107167.74981222386
FL00057,VH021,TR01409,2026-01-03 00:23:37.243448,Petrol,70.1079832219518,200,14021.59664439036,121538.50823187162
FL00058,VH010,TR04594,2026-01-03 01:15:28.265653,Diesel,22.790643223242746,190,4330.222212416122,202343.2974988761
FL00059,VH045,TR02979,2026-01-03 02:07:19.287857,Diesel,144.73204560247345,190,27499.088664469957,89799.84944311321
FL00060,VH036,TR00462,2026-01-03 02:59:10.310062,Diesel,70.52210779778746,190,13399.200481579617,45279.771319204905
FL00061,VH025,TR01618,2026-01-03 03:51:01.332266,Diesel,103.15449320352246,190,19599.353708669267,219628.7520559217
FL00062,VH041,TR00417,2026-01-03 04:42:52.354470,Diesel,84.38346116450134,190,16032.857621255254,60911.338207921115
FL00063,VH016,TR01389,2026-01-03 05:34:43.376675,Diesel,17.654230076857637,190,3354.303714602951,80567.16893311424
FL00064,VH004,TR04368,2026-01-03 06:26:34.398879,Diesel,143.38452413895538,190,27243.059586401523,179581.61413662936
FL00065,VH034,TR04488,2026-01-03 07:18:25.421084,Diesel,120.95521165600526,190,22981.490214641,174052.07609382574
FL00066,VH011,TR02595,2026-01-03 08:10:16.443288,Diesel,30.873705225715288,190,5866.003992885905,202096.0051081189
FL00067,VH042,TR04821,2026-01-03 09:02:07.465493,Diesel,147.43084268035736,190,28011.8601092679,54127.993947505856
FL00068,VH034,TR01747,2026-01-03 09:53:58.487697,Diesel,113.16619210403911,190,21501.57649976743,94547.17439540879
FL00069,VH002,TR03502,2026-01-03 10:45:49.509901,Petrol,76.12503105996325,200,15225.00621199265,40211.97734950266
FL00070,VH024,TR02860,2026-01-03 11:37:40.532106,Petrol,95.59180791834025,200,19118.36158366805,139849.39532046503
FL00071,VH013,TR03979,2026-01-03 12:29:31.554310,Petrol,24.94313548204365,200,4988.62709640873,80216.94220928829
FL00072,VH029,TR04491,2026-01-03 13:21:22.576515,Diesel,88.45761140218553,190,16806.94616641525,175344.55384205506
FL00073,VH050,TR04758,2026-01-03 14:13:13.598719,Diesel,20.312550082388316,190,3859.38451565378,10082.648316289857
FL00074,VH006,TR00853,2026-01-03 15:05:04.620924,Diesel,86.27973599670227,190,16393.149839373433,24323.91963029902
FL00075,VH020,TR03291,2026-01-03 15:56:55.643128,Petrol,87.37739642678996,200,17475.479285357993,113814.4721246424
FL00076,VH004,TR01712,2026-01-03 16:48:46.665333,Diesel,132.42142992250416,190,25160.07168527579,239964.19743413644
FL00077,VH034,TR02526,2026-01-03 17:40:37.687537,Diesel,111.50805003812116,190,21186.52950724302,223804.3329662039
FL00078,VH034,TR03647,2026-01-03 18:32:28.709741,Diesel,44.9373349101168,190,8538.093632922193,248562.16673487597
FL00079,VH020,TR02031,2026-01-03 19:24:19.731946,Petrol,134.37965990629996,200,26875.931981259993,110039.25396737077
FL00080,VH040,TR00237,2026-01-03 20:16:10.754150,Petrol,90.2539730787208,200,18050.794615744162,21176.43670570037
FL00081,VH012,TR01057,2026-01-03 21:08:01.776355,Diesel,94.89312700036473,190,18029.6941300693,83429.47408474298
FL00082,VH022,TR02261,2026-01-03 21:59:52.798559,Petrol,33.65739169110496,200,6731.478338220993,172185.00452174837
FL00083,VH045,TR02427,2026-01-03 22:51:43.820764,Diesel,130.08830343567595,190,24716.77765277843,42439.314344179664
FL00084,VH024,TR01026,2026-01-03 23:43:34.842968,Petrol,140.33511610231616,200,28067.023220463234,81993.32290240025
FL00085,VH011,TR00909,2026-01-04 00:35:25.865173,Diesel,118.49869092928714,190,22514.751276564555,23479.879490766085
FL00086,VH035,TR00450,2026-01-04 01:27:16.887377,Diesel,141.70534337030085,190,26924.015240357163,123992.08921365622
FL00087,VH019,TR00569,2026-01-04 02:19:07.909581,Diesel,52.32198657712842,190,9941.1774496544,60140.962646821106
FL00088,VH029,TR03499,2026-01-04 03:10:58.931786,Diesel,130.55668357078795,190,24805.76987844971,31899.526455760566
FL00089,VH037,TR02861,2026-01-04 04:02:49.953990,Diesel,78.44504000092395,190,14904.55760017555,108691.79427579496
FL00090,VH046,TR02327,2026-01-04 04:54:40.976195,Diesel,32.948408412101884,190,6260.197598299358,94294.09704979719
FL00091,VH001,TR04310,2026-01-04 05:46:31.998399,Petrol,103.63208386467616,200,20726.416772935234,139004.25686691818
FL00092,VH010,TR01309,2026-01-04 06:38:23.020604,Diesel,105.77683789882305,190,20097.599200776378,189769.27727527337
FL00093,VH029,TR00718,2026-01-04 07:30:14.042808,Diesel,50.16943192593662,190,9532.192065927959,37016.496742361254
FL00094,VH042,TR00970,2026-01-04 08:22:05.065013,Diesel,13.849066427859809,190,2631.3226212933637,199870.14165040205
FL00095,VH017,TR03346,2026-01-04 09:13:56.087217,Petrol,37.978616271978865,200,7595.7232543957725,16309.595170043227
FL00096,VH014,TR02486,2026-01-04 10:05:47.109421,Diesel,65.96885667434415,190,12534.082768125389,116344.45659900348
FL00097,VH049,TR03656,2026-01-04 10:57:38.131626,Diesel,33.4588075483816,190,6357.173434192504,150983.26885261165
FL00098,VH025,TR02719,2026-01-04 11:49:29.153830,Diesel,37.16419275354458,190,7061.1966231734705,239679.68155355143
FL00099,VH001,TR00904,2026-01-04 12:41:20.176035,Petrol,64.79469301351773,200,12958.938602703545,147741.52644871591
FL00100,VH013,TR01451,2026-01-04 13:33:11.198239,Petrol,144.65012600319847,200,28930.02520063969,48099.80638513326
FL00101,VH042,TR01456,2026-01-04 14:25:02.220444,Diesel,116.99409215707077,190,22228.877509843445,134210.03328253818
FL00102,VH030,TR04231,2026-01-04 15:16:53.242648,Diesel,54.76477617171898,190,10405.307472626606,104988.14732593989
FL00103,VH039,TR00532,2026-01-04 16:08:44.264852,Diesel,143.22456964859674,190,27212.66823323338,125045.33622405848
FL00104,VH024,TR02268,2026-01-04 17:00:35.287057,Petrol,100.39055091622258,200,20078.110183244517,57303.283518180935
FL00105,VH005,TR00333,2026-01-04 17:52:26.309261,Diesel,73.76295024961962,190,14014.960547427729,130198.49015470524
FL00106,VH021,TR01322,2026-01-04 18:44:17.331466,Petrol,75.5620278537206,200,15112.405570744118,46009.543429810445
FL00107,VH047,TR04053,2026-01-04 19:36:08.353670,Petrol,67.50422549695486,200,13500.845099390972,188570.33936580876
FL00108,VH046,TR01709,2026-01-04 20:27:59.375875,Diesel,42.61888735643156,190,8097.588597721996,152537.50245414348
FL00109,VH043,TR03527,2026-01-04 21:19:50.398079,Diesel,64.1285069099188,190,12184.416312884572,28846.645982027992
FL00110,VH013,TR00401,2026-01-04 22:11:41.420284,Petrol,83.90549376607495,200,16781.098753214992,223507.47230295514
FL00111,VH009,TR03631,2026-01-04 23:03:32.442488,Diesel,83.92382910223094,190,15945.527529423878,157931.1051077532
FL00112,VH034,TR03038,2026-01-04 23:55:23.464692,Diesel,116.64316630975252,190,22162.20159885298,85865.69323067955
FL00113,VH033,TR03992,2026-01-05 00:47:14.486897,Petrol,60.23170000202936,200,12046.340000405873,20954.175886554476
FL00114,VH030,TR01479,2026-01-05 01:39:05.509101,Diesel,110.35172410255333,190,20966.827579485132,161734.40698519192
FL00115,VH007,TR01915,2026-01-05 02:30:56.531306,Petrol,90.93285742761584,200,18186.571485523167,99625.66272360085
FL00116,VH026,TR01058,2026-01-05 03:22:47.553510,Diesel,144.65835663375682,190,27485.087760413797,227828.345170837
FL00117,VH032,TR02994,2026-01-05 04:14:38.575715,Petrol,63.93988964475758,200,12787.977928951515,18370.679851401892
FL00118,VH013,TR00042,2026-01-05 05:06:29.597919,Petrol,136.17030499651065,200,27234.06099930213,19384.5844821384
FL00119,VH040,TR04897,2026-01-05 05:58:20.620124,Petrol,124.88995662176052,200,24977.991324352104,237831.8288576645
FL00120,VH021,TR02171,2026-01-05 06:50:11.642328,Petrol,99.27299984252397,200,19854.599968504794,241569.7469630815
FL00121,VH045,TR00027,2026-01-05 07:42:02.664532,Diesel,101.63202534389642,190,19310.08481534032,16658.134425433265
FL00122,VH049,TR03534,2026-01-05 08:33:53.686737,Diesel,21.850990844897495,190,4151.6882605305245,181847.97638591862
FL00123,VH048,TR02619,2026-01-05 09:25:44.708941,Diesel,143.03144478308053,190,27175.9745087853,63158.76455892171
FL00124,VH038,TR01171,2026-01-05 10:17:35.731146,Diesel,24.97104888940415,190,4744.499288986788,178334.2639086574
FL00125,VH039,TR03699,2026-01-05 11:09:26.753350,Diesel,88.85266322409099,190,16882.006012577287,218495.87119791607
FL00126,VH033,TR00711,2026-01-05 12:01:17.775555,Petrol,56.20991206288163,200,11241.982412576326,34199.55492694609
FL00127,VH048,TR03200,2026-01-05 12:53:08.797759,Diesel,70.17927696057924,190,13334.062622510057,67303.94002289008
FL00128,VH033,TR02424,2026-01-05 13:44:59.819963,Petrol,95.42562151715438,200,19085.124303430875,15778.640398358759
FL00129,VH044,TR02019,2026-01-05 14:36:50.842168,Petrol,137.239192903525,200,27447.838580705,20519.16290666579
FL00130,VH015,TR04761,2026-01-05 15:28:41.864372,Petrol,74.0593973001222,200,14811.87946002444,17108.285972265803
FL00131,VH028,TR04879,2026-01-05 16:20:32.886577,Petrol,148.28213774290177,200,29656.427548580352,202163.76554233948
FL00132,VH020,TR02899,2026-01-05 17:12:23.908781,Petrol,92.99368914920997,200,18598.737829841994,81590.2428233864
FL00133,VH034,TR02048,2026-01-05 18:04:14.930986,Diesel,32.477551969904425,190,6170.734874281841,128370.74549727738
FL00134,VH011,TR01559,2026-01-05 18:56:05.953190,Diesel,36.601301276375324,190,6954.247242511312,199082.62326328392
FL00135,VH048,TR03595,2026-01-05 19:47:56.975395,Diesel,110.25554498249515,190,20948.55354667408,128786.47904961235
FL00136,VH002,TR01723,2026-01-05 20:39:47.997599,Petrol,17.055691194073447,200,3411.1382388146894,113007.05502990306
FL00137,VH047,TR04053,2026-01-05 21:31:39.019803,Petrol,77.24782067111175,200,15449.56413422235,12777.569557470115
FL00138,VH040,TR01652,2026-01-05 22:23:30.042008,Petrol,30.750675372492324,200,6150.135074498465,146329.48060882147
FL00139,VH014,TR01779,2026-01-05 23:15:21.064212,Diesel,70.65060892489831,190,13423.615695730678,39938.33875290074
FL00140,VH001,TR00684,2026-01-06 00:07:12.086417,Petrol,114.98843909004073,200,22997.687818008144,193515.57778984628
FL00141,VH023,TR01280,2026-01-06 00:59:03.108621,Diesel,74.23380995380079,190,14104.42389122215,71857.0537156047
FL00142,VH044,TR02295,2026-01-06 01:50:54.130826,Petrol,32.883155257329776,200,6576.631051465955,171804.97859407723
FL00143,VH043,TR02011,2026-01-06 02:42:45.153030,Diesel,45.26955184992994,190,8601.21485148669,165093.64667792307
FL00144,VH014,TR01216,2026-01-06 03:34:36.175235,Diesel,61.45554241130554,190,11676.553058148053,158002.14470320483
FL00145,VH026,TR02583,2026-01-06 04:26:27.197439,Diesel,19.73856568809806,190,3750.3274807386315,74068.48180892623
FL00146,VH036,TR01894,2026-01-06 05:18:18.219643,Diesel,91.80726905135707,190,17443.381119757843,74101.54652213636
FL00147,VH028,TR00314,2026-01-06 06:10:09.241848,Petrol,95.05473077892702,200,19010.946155785405,217131.5304259192
FL00148,VH023,TR03995,2026-01-06 07:02:00.264052,Diesel,18.701269798559444,190,3553.2412617262944,13073.75983130248
FL00149,VH037,TR00444,2026-01-06 07:53:51.286257,Diesel,66.32358496438269,190,12601.481143232711,53565.4320289499
FL00150,VH022,TR01672,2026-01-06 08:45:42.308461,Petrol,67.96009560386149,200,13592.019120772298,156441.02023407642
FL00151,VH043,TR02917,2026-01-06 09:37:33.330666,Diesel,56.73473959736417,190,10779.600523499192,206091.10105676076
FL00152,VH036,TR03267,2026-01-06 10:29:24.352870,Diesel,88.08356364635566,190,16735.877092807576,96002.92208148607
FL00153,VH050,TR04678,2026-01-06 11:21:15.375075,Diesel,58.43404860841565,190,11102.469235598974,166826.43006659203
FL00154,VH015,TR04644,2026-01-06 12:13:06.397279,Petrol,68.29729912689285,200,13659.45982537857,143717.54070885672
FL00155,VH023,TR03096,2026-01-06 13:04:57.419483,Diesel,121.65329664182478,190,23114.12636194671,25489.6250756885
FL00156,VH015,TR04561,2026-01-06 13:56:48.441688,Petrol,32.6953097602282,200,6539.061952045639,159220.04726336274
FL00157,VH012,TR01865,2026-01-06 14:48:39.463892,Diesel,96.67605734247893,190,18368.450895070997,205336.83334539842
FL00158,VH017,TR00716,2026-01-06 15:40:30.486097,Petrol,80.78321623671837,200,16156.643247343674,248187.59687185823
FL00159,VH044,TR00892,2026-01-06 16:32:21.508301,Petrol,52.71002924710887,200,10542.005849421774,17113.617436413486
FL00160,VH004,TR03808,2026-01-06 17:24:12.530506,Diesel,111.8548519086575,190,21252.421862644926,168413.96142012833
FL00161,VH017,TR00501,2026-01-06 18:16:03.552710,Petrol,87.16637033576072,200,17433.274067152142,109491.89275551091
FL00162,VH030,TR02783,2026-01-06 19:07:54.574914,Diesel,76.83061377449735,190,14597.816617154496,12349.093289489268
FL00163,VH044,TR02641,2026-01-06 19:59:45.597119,Petrol,103.47370406796801,200,20694.740813593602,157446.62649004272
FL00164,VH040,TR04503,2026-01-06 20:51:36.619323,Petrol,122.32064311739052,200,24464.128623478104,39382.55165335252
FL00165,VH001,TR01354,2026-01-06 21:43:27.641528,Petrol,146.17363060470066,200,29234.726120940133,100856.04404539279
FL00166,VH050,TR00703,2026-01-06 22:35:18.663732,Diesel,98.1090515726923,190,18640.719798811537,72728.10219721655
FL00167,VH039,TR02334,2026-01-06 23:27:09.685937,Diesel,132.4215979560536,190,25160.103611650185,96679.21654506384
FL00168,VH050,TR02195,2026-01-07 00:19:00.708141,Diesel,10.152815743213973,190,1929.0349912106549,128246.93956022791
FL00169,VH028,TR02010,2026-01-07 01:10:51.730346,Petrol,84.23299698162477,200,16846.599396324953,96210.28779748347
FL00170,VH024,TR00384,2026-01-07 02:02:42.752550,Petrol,40.05065682782774,200,8010.131365565548,142655.6489414894
FL00171,VH038,TR02059,2026-01-07 02:54:33.774754,Diesel,23.186943991639204,190,4405.519358411449,67275.9256558849
FL00172,VH011,TR02324,2026-01-07 03:46:24.796959,Diesel,84.47594238901489,190,16050.429053912829,162486.82418281157
FL00173,VH002,TR00886,2026-01-07 04:38:15.819163,Petrol,114.55571086087318,200,22911.142172174634,214903.1209899648
FL00174,VH017,TR01592,2026-01-07 05:30:06.841368,Petrol,67.71815314641316,200,13543.630629282632,63776.09125965097
FL00175,VH023,TR04399,2026-01-07 06:21:57.863572,Diesel,103.81504290822089,190,19724.85815256197,131890.5318053494
FL00176,VH007,TR02252,2026-01-07 07:13:48.885777,Petrol,78.560695537733,200,15712.1391075466,165685.54829197327
FL00177,VH017,TR04441,2026-01-07 08:05:39.907981,Petrol,71.19202123431964,200,14238.404246863927,145510.27149121987
FL00178,VH036,TR01784,2026-01-07 08:57:30.930186,Diesel,50.63592966102049,190,9620.826635593894,97755.86708613423
FL00179,VH049,TR04922,2026-01-07 09:49:21.952390,Diesel,63.56309203014064,190,12076.98748572672,164127.9299213796
FL00180,VH041,TR04118,2026-01-07 10:41:12.974594,Diesel,58.971388311219904,190,11204.563779131782,16779.089490418293
FL00181,VH050,TR02584,2026-01-07 11:33:03.996799,Diesel,100.4662057620834,190,19088.57909479585,98777.49567914392
FL00182,VH003,TR01730,2026-01-07 12:24:55.019003,Diesel,26.242591579079534,190,4986.092400025112,137826.93151384074
FL00183,VH024,TR00263,2026-01-07 13:16:46.041208,Petrol,22.96909161629284,200,4593.818323258568,14947.158120607523
FL00184,VH049,TR02632,2026-01-07 14:08:37.063412,Diesel,102.40181918918445,190,19456.345645945046,131835.71912423195
FL00185,VH017,TR03827,2026-01-07 15:00:28.085617,Petrol,86.4817297830433,200,17296.34595660866,167021.07058375078
FL00186,VH002,TR02431,2026-01-07 15:52:19.107821,Petrol,70.22801354397205,200,14045.602708794411,192209.84745113083
FL00187,VH012,TR00392,2026-01-07 16:44:10.130026,Diesel,31.342003817106495,190,5954.980725250234,37209.77953826329
FL00188,VH036,TR02937,2026-01-07 17:36:01.152230,Diesel,67.54379566170361,190,12833.321175723686,247735.56997400676
FL00189,VH036,TR03673,2026-01-07 18:27:52.174434,Diesel,120.56244686480163,190,22906.864904312308,155480.24832042295
FL00190,VH013,TR00540,2026-01-07 19:19:43.196639,Petrol,134.54697301049598,200,26909.394602099193,97166.51022695919
FL00191,VH017,TR01116,2026-01-07 20:11:34.218843,Petrol,108.36071979499081,200,21672.143958998164,69782.28506961132
FL00192,VH030,TR00884,2026-01-07 21:03:25.241048,Diesel,18.387704623323316,190,3493.66387843143,147495.2468040195
FL00193,VH019,TR04324,2026-01-07 21:55:16.263252,Diesel,103.8573687241566,190,19732.900057589755,221610.79531997698
FL00194,VH038,TR02420,2026-01-07 22:47:07.285457,Diesel,43.73798253648124,190,8310.216681931435,134935.69507392755
FL00195,VH026,TR01400,2026-01-07 23:38:58.307661,Diesel,54.135174023696706,190,10285.683064502375,168753.29334519047
FL00196,VH024,TR01577,2026-01-08 00:30:49.329865,Petrol,37.422249114397836,200,7484.449822879567,95847.14548973444
FL00197,VH018,TR02085,2026-01-08 01:22:40.352070,Diesel,118.60581068682865,190,22535.10403049744,103156.54914135343
FL00198,VH005,TR04787,2026-01-08 02:14:31.374274,Diesel,100.80429716921905,190,19152.81646215162,78682.02538525408
FL00199,VH049,TR01536,2026-01-08 03:06:22.396479,Diesel,95.65690764388532,190,18174.81245233821,179352.95064837753
FL00200,VH043,TR04754,2026-01-08 03:58:13.418683,Diesel,103.51616535369865,190,19668.071417202744,96205.01281997561
FL00201,VH024,TR00090,2026-01-08 04:50:04.440888,Petrol,43.14811659654647,200,8629.623319309294,55771.93696989742
FL00202,VH011,TR04191,2026-01-08 05:41:55.463092,Diesel,72.25021800555064,190,13727.54142105462,98656.1370798971
FL00203,VH024,TR01655,2026-01-08 06:33:46.485297,Petrol,98.65552101685849,200,19731.1042033717,214918.52987986148
FL00204,VH018,TR01902,2026-01-08 07:25:37.507501,Diesel,99.12316386656205,190,18833.40113464679,187180.49045846163
FL00205,VH017,TR02680,2026-01-08 08:17:28.529705,Petrol,120.85926078571828,200,24171.852157143654,90313.80267125534
FL00206,VH021,TR02171,2026-01-08 09:09:19.551910,Petrol,50.194555336335476,200,10038.911067267096,227634.15156080856
FL00207,VH034,TR00366,2026-01-08 10:01:10.574114,Diesel,117.84705703755513,190,22390.940837135477,27959.832428192072
FL00208,VH037,TR03961,2026-01-08 10:53:01.596319,Diesel,71.62582728637099,190,13608.90718441049,21940.909939274374
FL00209,VH035,TR02373,2026-01-08 11:44:52.618523,Diesel,103.82417688825088,190,19726.593608767667,40592.885148457906
FL00210,VH045,TR00519,2026-01-08 12:36:43.640728,Diesel,73.80071320914016,190,14022.13550973663,37949.141406064744
FL00211,VH004,TR04992,2026-01-08 13:28:34.662932,Diesel,142.80542377073206,190,27133.030516439092,31080.235602961722
FL00212,VH048,TR03711,2026-01-08 14:20:25.685137,Diesel,35.10231706383023,190,6669.440242127744,168722.22687951816
FL00213,VH010,TR00830,2026-01-08 15:12:16.707341,Diesel,104.50071240153,190,19855.1353562907,154202.17111730174
FL00214,VH017,TR02634,2026-01-08 16:04:07.729545,Petrol,90.71490010754225,200,18142.98002150845,165425.32253961152
FL00215,VH046,TR00271,2026-01-08 16:55:58.751750,Diesel,34.18234573268424,190,6494.645689210006,175207.8529988872
FL00216,VH050,TR02987,2026-01-08 17:47:49.773954,Diesel,19.24088701363351,190,3655.768532590367,191651.14059536316
FL00217,VH038,TR03539,2026-01-08 18:39:40.796159,Diesel,121.8802144560329,190,23157.24074664625,59722.462596738485
FL00218,VH019,TR04565,2026-01-08 19:31:31.818363,Diesel,32.04318671047713,190,6088.205474990655,159352.84317635195
FL00219,VH032,TR04815,2026-01-08 20:23:22.840568,Petrol,36.11093559000864,200,7222.187118001728,149211.67824072958
FL00220,VH038,TR01008,2026-01-08 21:15:13.862772,Diesel,146.9807913584655,190,27926.350358108444,236478.4061928337
FL00221,VH018,TR02318,2026-01-08 22:07:04.884976,Diesel,110.41651920672831,190,20979.13864927838,65768.25381751565
FL00222,VH009,TR00605,2026-01-08 22:58:55.907181,Diesel,45.068157824171145,190,8562.949986592517,24093.504249839534
FL00223,VH015,TR04474,2026-01-08 23:50:46.929385,Petrol,92.73285442122418,200,18546.570884244837,166838.81673149037
FL00224,VH021,TR00177,2026-01-09 00:42:37.951590,Petrol,84.77565737635186,200,16955.131475270373,187641.48165681082
FL00225,VH041,TR02322,2026-01-09 01:34:28.973794,Diesel,128.22625745193864,190,24362.98891586834,77967.04139381216
FL00226,VH013,TR01715,2026-01-09 02:26:19.995999,Petrol,112.1049046965674,200,22420.980939313482,147003.62342552055
FL00227,VH027,TR00637,2026-01-09 03:18:11.018203,Petrol,126.440957569046,200,25288.1915138092,24288.65572819614
