maintenance_id,vehicle_id,maintenance_date,maintenance_type,maintenance_cost,odometer_km,status
MT00147,VH008,2026-02-22 15:58:04.569138,Engine Repair,52044.96646689717,180755.22965746807,Completed
MT00148,VH003,2026-02-23 00:37:30.901803,Routine Inspection,2512.4168779404517,198847.69273053374,Pending
MT00149,VH033,2026-02-23 09:16:57.234468,Routine Inspection,3681.6874969033097,129135.29072191585,Pending
MT00150,VH025,2026-02-23 17:56:23.567134,Brake Service,16187.311852970735,126982.94881285053,Completed
MT00151,VH038,2026-02-24 02:35:49.899799,Brake Service,8780.92562992159,64888.89788363041,Completed
MT00152,VH041,2026-02-24 11:15:16.232464,Oil Change,6631.940272988474,160224.57749295677,Completed
MT00153,VH017,2026-02-24 19:54:42.565130,Battery Replacement,22029.65803281939,58211.8315324066,Completed
MT00154,VH032,2026-02-25 04:34:08.897795,Battery Replacement,8257.843597161778,73041.70851429107,Completed
MT00155,VH049,2026-02-25 13:13:35.230460,Routine Inspection,4519.884396686186,153124.6175027943,Completed
MT00156,VH022,2026-02-25 21:53:01.563126,Battery Replacement,11686.389835447086,76600.46493287158,Pending
MT00157,VH043,2026-02-26 06:32:27.895791,Oil Change,3084.700785226067,121317.2998078003,Pending
MT00158,VH003,2026-02-26 15:11:54.228456,Battery Replacement,21624.76565003297,238085.98667051445,Completed
MT00159,VH024,2026-02-26 23:51:20.561122,Engine Repair,83108.69218898698,152733.7783335589,Completed
MT00160,VH020,2026-02-27 08:30:46.893787,Routine Inspection,2041.7411436451175,190211.104693184,Pending
MT00161,VH015,2026-02-27 17:10:13.226452,Routine Inspection,2214.854128950655,178712.03080791247,Pending
MT00162,VH045,2026-02-28 01:49:39.559118,Brake Service,18822.136122703705,238662.73970554996,Pending
MT00163,VH045,2026-02-28 10:29:05.891783,Routine Inspection,4715.668178965736,35641.50229318079,Completed
MT00164,VH041,2026-02-28 19:08:32.224448,Tire Replacement,25666.735287220043,54089.53684378452,Pending
MT00165,VH006,2026-03-01 03:47:58.557114,Routine Inspection,4562.383328391221,174584.45206565678,Pending
MT00166,VH050,2026-03-01 12:27:24.889779,Routine Inspection,2894.3686557926753,213120.94044639712,Pending
MT00167,VH049,2026-03-01 21:06:51.222444,Routine Inspection,2464.2789390681696,189163.78225988662,Pending
MT00168,VH042,2026-03-02 05:46:17.555110,Battery Replacement,24592.946098513934,45437.18897229026,Pending
MT00169,VH002,2026-03-02 14:25:43.887775,Oil Change,5890.129149634953,173153.57689456228,Completed
MT00170,VH033,2026-03-02 23:05:10.220440,Oil Change,4481.423009846651,160762.97630461768,Completed
MT00171,VH014,2026-03-03 07:44:36.553106,Engine Repair,61388.16866472976,138864.5140479693,Completed
MT00172,VH008,2026-03-03 16:24:02.885771,Tire Replacement,28034.651098539445,145380.72262577445,Completed
MT00173,VH018,2026-03-04 01:03:29.218436,Tire Replacement,19936.624139427862,155714.59609105813,Pending
MT00174,VH009,2026-03-04 09:42:55.551102,Oil Change,6835.010381414739,53442.63573201964,Completed
MT00175,VH047,2026-03-04 18:22:21.883767,Battery Replacement,8678.827416751335,89792.08022027776,Pending
MT00176,VH010,2026-03-05 03:01:48.216432,Routine Inspection,2724.256443117036,156971.66081451654,Completed
MT00177,VH027,2026-03-05 11:41:14.549098,Engine Repair,44970.35011598659,29064.14711799358,Pending
MT00178,VH038,2026-03-05 20:20:40.881763,Routine Inspection,4170.592177170033,180434.75468119865,Pending
MT00179,VH040,2026-03-06 05:00:07.214428,Engine Repair,83717.39399237932,188921.54861802852,Pending
MT00180,VH010,2026-03-06 13:39:33.547094,Tire Replacement,28752.138736768222,44515.68937756501,Completed
MT00181,VH019,2026-03-06 22:18:59.879759,Engine Repair,46524.797489794466,78178.42984596793,Completed
MT00182,VH043,2026-03-07 06:58:26.212424,Routine Inspection,2784.7120482985024,65461.76680382809,Pending
MT00183,VH028,2026-03-07 15:37:52.545090,Brake Service,10954.792531641022,60381.15595844472,Completed
MT00184,VH013,2026-03-08 00:17:18.877755,Tire Replacement,23178.761254947705,98001.68384079295,Pending
MT00185,VH025,2026-03-08 08:56:45.210420,Oil Change,5972.237595911302,191101.16385823328,Completed
MT00186,VH025,2026-03-08 17:36:11.543086,Engine Repair,74213.91341722524,107613.32487964688,Completed
MT00187,VH010,2026-03-09 02:15:37.875751,Tire Replacement,21342.92165187721,138358.20595608308,Pending
MT00188,VH031,2026-03-09 10:55:04.208416,Battery Replacement,10041.005983472458,39438.25385532889,Completed
MT00189,VH047,2026-03-09 19:34:30.541082,Battery Replacement,15471.065901009697,157468.637681288,Pending
MT00190,VH005,2026-03-10 04:13:56.873747,Routine Inspection,3084.7368743808925,249789.80226988927,Completed
MT00191,VH014,2026-03-10 12:53:23.206412,Brake Service,5896.069128457448,184982.84437809218,Completed
MT00192,VH015,2026-03-10 21:32:49.539078,Routine Inspection,2616.3077216087104,126380.18518390715,Pending
MT00193,VH028,2026-03-11 06:12:15.871743,Oil Change,5074.841176538561,123118.87940405139,Completed
MT00194,VH009,2026-03-11 14:51:42.204408,Battery Replacement,17403.087799885496,231402.8460340058,Pending
MT00195,VH042,2026-03-11 23:31:08.537074,Tire Replacement,26338.876817615157,107884.4473947992,Pending
MT00196,VH008,2026-03-12 08:10:34.869739,Engine Repair,36981.48939868186,184325.34714136313,Pending
MT00197,VH044,2026-03-12 16:50:01.202404,Battery Replacement,11924.206340749912,156392.901724434,Completed
MT00198,VH013,2026-03-13 01:29:27.535070,Battery Replacement,20085.546681120533,160419.51478817192,Pending
MT00199,VH007,2026-03-13 10:08:53.867735,Brake Service,10119.50290285531,30096.06998873454,Pending
MT00200,VH004,2026-03-13 18:48:20.200400,Routine Inspection,2568.014135323476,169788.04269753574,Pending
MT00201,VH021,2026-03-14 03:27:46.533066,Routine Inspection,3359.643574777005,164085.50922009163,Pending
MT00202,VH017,2026-03-14 12:07:12.865731,Engine Repair,59458.754607373914,188003.40180505722,Pending
MT00203,VH002,2026-03-14 20:46:39.198396,Routine Inspection,2597.996275070943,172591.91726034254,Pending
MT00204,VH033,2026-03-15 05:26:05.531062,Engine Repair,57378.976009637045,221160.19999326215,Pending
MT00205,VH043,2026-03-15 14:05:31.863727,Battery Replacement,20720.1668290831,249382.77613316668,Completed
MT00206,VH034,2026-03-15 22:44:58.196392,Engine Repair,33657.96224285685,55837.112331643286,Pending
MT00207,VH043,2026-03-16 07:24:24.529058,Oil Change,4793.186722449103,223234.76643542168,Completed
MT00208,VH008,2026-03-16 16:03:50.861723,Oil Change,3506.716786651659,80106.15057528304,Completed
MT00209,VH045,2026-03-17 00:43:17.194388,Battery Replacement,11657.247968155174,72877.80704103132,Pending
MT00210,VH038,2026-03-17 09:22:43.527054,Battery Replacement,15347.581696081208,63884.38555162943,Completed
MT00211,VH028,2026-03-17 18:02:09.859719,Oil Change,7872.225921379992,141087.58422913853,Pending
MT00212,VH009,2026-03-18 02:41:36.192384,Routine Inspection,4096.961741724856,136464.84402332196,Pending
MT00213,VH050,2026-03-18 11:21:02.525050,Engine Repair,94523.53996155206,214125.44512948967,Pending
MT00214,VH001,2026-03-18 20:00:28.857715,Brake Service,6570.100450917005,115368.43767636918,Completed
MT00215,VH030,2026-03-19 04:39:55.190380,Brake Service,19129.117861512415,198043.14428754715,Completed
MT00216,VH045,2026-03-19 13:19:21.523046,Brake Service,12665.889804520302,243830.56696951037,Pending
MT00217,VH032,2026-03-19 21:58:47.855711,Engine Repair,42586.22570503032,56635.10213759934,Pending
MT00218,VH031,2026-03-20 06:38:14.188376,Brake Service,17671.675814408693,30080.755012317386,Completed
MT00219,VH004,2026-03-20 15:17:40.521042,Oil Change,6006.758397383477,93952.03290630347,Completed
MT00220,VH036,2026-03-20 23:57:06.853707,Engine Repair,27259.527277286885,239972.9858222872,Completed
MT00221,VH015,2026-03-21 08:36:33.186372,Oil Change,5676.495703647886,197882.65395769986,Pending
MT00222,VH050,2026-03-21 17:15:59.519038,Routine Inspection,3925.635777186598,119019.55632200149,Completed
MT00223,VH014,2026-03-22 01:55:25.851703,Routine Inspection,2053.2973786241487,32339.12499009261,Pending
MT00224,VH049,2026-03-22 10:34:52.184368,Engine Repair,63971.52608748779,81113.20099526766,Completed
MT00225,VH018,2026-03-22 19:14:18.517034,Brake Service,10447.928461836942,222845.71894934593,Pending
MT00226,VH011,2026-03-23 03:53:44.849699,Brake Service,11852.828409362173,46958.24921021528,Completed
MT00227,VH013,2026-03-23 12:33:11.182364,Battery Replacement,9852.116648812296,167029.5239298923,Completed
MT00228,VH016,2026-03-23 21:12:37.515030,Tire Replacement,25086.37574558476,157141.01210064045,Pending
MT00229,VH015,2026-03-24 05:52:03.847695,Oil Change,7923.6253324773215,84537.63585435679,Pending
MT00230,VH011,2026-03-24 14:31:30.180360,Brake Service,16071.698290856159,151712.94717298748,Completed
MT00231,VH011,2026-03-24 23:10:56.513026,Engine Repair,94228.4226680532,186940.82799296032,Completed
MT00232,VH027,2026-03-25 07:50:22.845691,Battery Replacement,12717.4204704032,24162.850944730308,Completed
MT00233,VH004,2026-03-25 16:29:49.178356,Oil Change,4912.408583329492,201312.52644859042,Completed
MT00234,VH026,2026-03-26 01:09:15.511022,Brake Service,14735.217794113027,120466.4121299864,Completed
MT00235,VH026,2026-03-26 09:48:41.843687,Battery Replacement,20573.6959541875,63304.92833811432,Pending
MT00236,VH015,2026-03-26 18:28:08.176352,Brake Service,9561.33109499019,139423.86666259184,Completed
MT00237,VH042,2026-03-27 03:07:34.509018,Brake Service,10213.881893153759,24153.569831369205,Completed
MT00238,VH013,2026-03-27 11:47:00.841683,Brake Service,6975.797590600053,211997.33209454213,Completed
MT00239,VH022,2026-03-27 20:26:27.174348,Battery Replacement,19538.01719274058,248122.62914431212,Completed
MT00240,VH048,2026-03-28 05:05:53.507014,Routine Inspection,3045.5513718939073,172628.53610907984,Completed
MT00241,VH040,2026-03-28 13:45:19.839679,Routine Inspection,2416.0912889809106,86348.68976313715,Pending
MT00242,VH021,2026-03-28 22:24:46.172344,Tire Replacement,29019.60246094217,224262.64381441803,Completed
MT00243,VH011,2026-03-29 07:04:12.505010,Brake Service,5187.025016208009,84856.74700192902,Pending
MT00244,VH002,2026-03-29 15:43:38.837675,Oil Change,7750.375407911092,96757.26693687015,Pending
MT00245,VH011,2026-03-30 00:23:05.170340,Routine Inspection,3923.0983578940904,231336.89948413908,Pending
MT00246,VH026,2026-03-30 09:02:31.503006,Routine Inspection,3823.5460800771525,158930.2590808979,Pending
MT00247,VH041,2026-03-30 17:41:57.835671,Battery Replacement,19001.118089317126,101245.83256405221,Pending
MT00248,VH015,2026-03-31 02:21:24.168336,Brake Service,9748.159809666155,116095.39692721094,Pending
MT00249,VH013,2026-03-31 11:00:50.501002,Routine Inspection,2699.640821350752,173231.99168435426,Completed
MT00250,VH015,2026-03-31 19:40:16.833667,Battery Replacement,17125.704322855025,166676.83772566798,Pending
MT00251,VH050,2026-04-01 04:19:43.166332,Oil Change,7720.29824782866,97267.60358386459,Completed
MT00252,VH038,2026-04-01 12:59:09.498997,Routine Inspection,2843.1967112558864,38664.99701841065,Completed
MT00253,VH050,2026-04-01 21:38:35.831663,Oil Change,6582.00670474902,111042.01754003057,Completed
MT00254,VH019,2026-04-02 06:18:02.164328,Engine Repair,97861.00929510705,170791.94805055385,Completed
MT00255,VH044,2026-04-02 14:57:28.496993,Engine Repair,63950.60122050875,73804.77022960671,Completed
MT00256,VH044,2026-04-02 23:36:54.829659,Tire Replacement,23758.049276401624,222230.69969698592,Completed
MT00257,VH011,2026-04-03 08:16:21.162324,Engine Repair,79846.43682049654,91443.38532417745,Pending
MT00258,VH012,2026-04-03 16:55:47.494989,Battery Replacement,10403.55674856732,59126.352263810004,Completed
MT00259,VH023,2026-04-04 01:35:13.827655,Routine Inspection,2099.2730414972884,110858.05677183728,Pending
MT00260,VH001,2026-04-04 10:14:40.160320,Engine Repair,48148.80355067327,67039.16228090179,Pending
MT00261,VH030,2026-04-04 18:54:06.492985,Battery Replacement,22232.963703506328,119131.85868801974,Pending
MT00262,VH039,2026-04-05 03:33:32.825651,Battery Replacement,9317.840031726726,31292.508641408618,Completed
MT00263,VH023,2026-04-05 12:12:59.158316,Tire Replacement,27732.693846672268,114988.18793783076,Completed
MT00264,VH025,2026-04-05 20:52:25.490981,Battery Replacement,8875.76907410327,187256.25830649267,Completed
MT00265,VH048,2026-04-06 05:31:51.823647,Engine Repair,60077.58354491317,77753.7175679642,Pending
MT00266,VH044,2026-04-06 14:11:18.156312,Routine Inspection,2390.2072614860344,246212.0514777463,Completed
