trip_id,vehicle_id,trip_date,origin,destination,distance_km,duration_hours,fuel_type,fuel_efficiency_1_per_100km,fuel_consumed_litres,fuel_cost
TR00052,VH042,2026-01-02 20:04:22.132426,Mombasa,Eldoret,750,12.009529539759926,Diesel,14.691825075951296,110.18868806963472,20935.850733230596
TR00053,VH044,2026-01-02 20:56:13.154630,Eldoret,Naivasha,235,5.202013041531741,Petrol,18.795558829181783,44.16956324857719,8833.912649715438
TR00054,VH024,2026-01-02 21:48:04.176835,Eldoret,Thika,350,8.654005456650458,Petrol,12.523921467238633,43.833725135335214,8766.745027067043
TR00055,VH015,2026-01-02 22:39:55.199039,Thika,Nakuru,200,4.614820459705318,Petrol,13.254029789837244,26.508059579674487,5301.611915934897
TR00056,VH032,2026-01-02 23:31:46.221244,Thika,Naivasha,145,3.1826159881654967,Petrol,14.771893001104466,21.419244851601476,4283.848970320295
TR00057,VH032,2026-01-03 00:23:37.243448,Mombasa,Nakuru,630,14.614085300941445,Petrol,11.054846448558497,69.64553262591852,13929.106525183704
TR00058,VH024,2026-01-03 01:15:28.265653,Kisumu,Nakuru,190,3.347243121214195,Petrol,11.51964503862122,21.88732557338032,4377.465114676064
TR00059,VH041,2026-01-03 02:07:19.287857,Mombasa,Machakos,420,12.956287901267956,Diesel,22.763883933511373,95.60831252074777,18165.57937894208
TR00060,VH049,2026-01-03 02:59:10.310062,Eldoret,Thika,350,8.150999983920174,Diesel,10.237338647506688,35.830685266273406,6807.830200591947
TR00061,VH049,2026-01-03 03:51:01.332266,Eldoret,Kisumu,120,2.418378689583632,Diesel,12.00236431625137,14.402837179501644,2736.5390641053123
TR00062,VH012,2026-01-03 04:42:52.354470,Nakuru,Naivasha,75,1.4511830789007716,Diesel,11.287893912489997,8.465920434367497,1608.5248825298245
TR00063,VH039,2026-01-03 05:34:43.376675,Thika,Mombasa,520,8.184506644847334,Diesel,20.33419914372153,105.73783554735196,20090.188753996874
TR00064,VH002,2026-01-03 06:26:34.398879,Machakos,Nairobi,115,1.8440746170527693,Petrol,21.090630875576053,24.25422550691246,4850.8451013824915
TR00065,VH003,2026-01-03 07:18:25.421084,Machakos,Naivasha,190,5.1083366969382515,Diesel,12.645950493732835,24.027305938092386,4565.188128237553
TR00066,VH049,2026-01-03 08:10:16.443288,Machakos,Nairobi,115,3.3107228737771277,Diesel,11.246829358125753,12.933853761844615,2457.4322147504768
TR00067,VH037,2026-01-03 09:02:07.465493,Nakuru,Kisumu,190,3.7848778913811407,Diesel,12.465977598939645,23.685357437985324,4500.217913217211
TR00068,VH049,2026-01-03 09:53:58.487697,Nairobi,Eldoret,310,6.948410812093046,Diesel,10.492943781441463,32.52812572246854,6180.343887269022
TR00069,VH017,2026-01-03 10:45:49.509901,Machakos,Nairobi,115,2.8420472252194973,Petrol,9.794825470113153,11.264049290630126,2252.809858126025
TR00070,VH049,2026-01-03 11:37:40.532106,Eldoret,Nakuru,160,3.191767335370915,Diesel,9.236749886634197,14.778799818614715,2807.971965536796
TR00071,VH002,2026-01-03 12:29:31.554310,Nakuru,Thika,200,3.857609570697417,Petrol,19.371851057441674,38.74370211488335,7748.74042297667
TR00072,VH002,2026-01-03 13:21:22.576515,Mombasa,Kisumu,850,19.635812287336417,Petrol,22.07360549054048,187.6256466695941,37525.12933391882
TR00073,VH028,2026-01-03 14:13:13.598719,Thika,Machakos,80,1.7774885590712022,Petrol,13.930577239015662,11.14446179121253,2228.892358242506
TR00074,VH023,2026-01-03 15:05:04.620924,Thika,Nakuru,200,4.555428056673984,Diesel,9.846237987214472,19.692475974428945,3741.5704351414993
TR00075,VH037,2026-01-03 15:56:55.643128,Kisumu,Machakos,465,9.955453079110974,Diesel,10.542776788863243,49.02391206821408,9314.543292960676
TR00076,VH032,2026-01-03 16:48:46.665333,Mombasa,Kisumu,850,15.644684465494954,Petrol,13.74645180274625,116.84484032334313,23368.96806466863
TR00077,VH033,2026-01-03 17:40:37.687537,Kisumu,Mombasa,850,20.54293621648135,Petrol,10.525791652686449,89.46922904783482,17893.845809566963
TR00078,VH001,2026-01-03 18:32:28.709741,Nakuru,Kisumu,190,4.234028570773554,Petrol,14.757497196136763,28.039244672659848,5607.8489345319695
TR00079,VH019,2026-01-03 19:24:19.731946,Naivasha,Thika,145,3.097910451890874,Diesel,12.571589853051865,18.228805286925205,3463.473004515789
TR00080,VH002,2026-01-03 20:16:10.754150,Machakos,Nakuru,270,5.405840387920522,Petrol,20.287292330701217,54.77568929289329,10955.137858578659
TR00081,VH044,2026-01-03 21:08:01.776355,Nairobi,Nakuru,155,2.9689007108494003,Petrol,20.026799234555934,31.0415388135617,6208.30776271234
TR00082,VH026,2026-01-03 21:59:52.798559,Mombasa,Nakuru,630,9.496810339793909,Diesel,21.665888703899164,136.49509883456471,25934.068778567296
TR00083,VH032,2026-01-03 22:51:43.820764,Mombasa,Thika,520,9.527822073438253,Petrol,10.395723341391047,54.05776137523345,10811.55227504669
TR00084,VH006,2026-01-03 23:43:34.842968,Mombasa,Machakos,420,7.668788560479212,Diesel,18.823735588517092,79.05968947177179,15021.34099963664
TR00085,VH032,2026-01-04 00:35:25.865173,Kisumu,Eldoret,120,2.506941308207378,Petrol,10.879289406580963,13.055147287897155,2611.029457579431
TR00086,VH004,2026-01-04 01:27:16.887377,Nakuru,Nairobi,155,3.676376966678029,Diesel,13.8736179665228,21.50410784811034,4085.780491140965
TR00087,VH011,2026-01-04 02:19:07.909581,Mombasa,Nairobi,480,10.486236317771816,Diesel,12.569286796345612,60.33257662245893,11463.189558267197
TR00088,VH017,2026-01-04 03:10:58.931786,Naivasha,Nakuru,75,1.69233983509665,Petrol,9.052835613872215,6.789626710404161,1357.9253420808323
TR00089,VH038,2026-01-04 04:02:49.953990,Mombasa,Thika,520,9.785869111595268,Diesel,13.367582637360545,69.51142971427484,13207.17164571222
TR00090,VH024,2026-01-04 04:54:40.976195,Thika,Nakuru,200,5.436296999869839,Petrol,11.118450893302485,22.23690178660497,4447.380357320994
TR00091,VH005,2026-01-04 05:46:31.998399,Machakos,Nairobi,115,2.1008299833218986,Diesel,21.575966554746586,24.812361537958573,4714.348692212129
TR00092,VH034,2026-01-04 06:38:23.020604,Nairobi,Machakos,115,2.343968953236518,Diesel,10.070581217064678,11.581168399624378,2200.421995928632
TR00093,VH006,2026-01-04 07:30:14.042808,Machakos,Naivasha,190,3.4009473978150337,Diesel,21.862475598758724,41.538703637641575,7892.3536911518995
TR00094,VH022,2026-01-04 08:22:05.065013,Thika,Machakos,80,1.8095971515300566,Petrol,24.854072678260422,19.88325814260834,3976.651628521668
TR00095,VH011,2026-01-04 09:13:56.087217,Thika,Mombasa,520,12.152644048023385,Diesel,10.367223455028807,53.909561966149795,10242.816773568462
TR00096,VH048,2026-01-04 10:05:47.109421,Nairobi,Eldoret,310,6.631491205411076,Diesel,19.987421797651013,61.961007572718145,11772.591438816447
TR00097,VH016,2026-01-04 10:57:38.131626,Naivasha,Eldoret,235,5.0478139702957066,Diesel,19.70098315002581,46.297310402560655,8796.488976486524
TR00098,VH033,2026-01-04 11:49:29.153830,Nakuru,Mombasa,630,11.160163219322046,Petrol,10.242746553755898,64.52930328866216,12905.860657732432
TR00099,VH009,2026-01-04 12:41:20.176035,Thika,Kisumu,370,6.563258256144394,Diesel,11.893531787826886,44.00606761495948,8361.1528468423
TR00100,VH006,2026-01-04 13:33:11.198239,Nakuru,Thika,200,3.065595246501968,Diesel,23.72676849320917,47.45353698641834,9016.172027419485
TR00101,VH016,2026-01-04 14:25:02.220444,Thika,Eldoret,350,7.602735298783372,Diesel,24.39001082975071,85.36503790412749,16219.357201784223
TR00102,VH029,2026-01-04 15:16:53.242648,Eldoret,Nairobi,310,12.4,Diesel,11.011075437294867,34.13433385561409,6485.523432566677
TR00103,VH003,2026-01-04 16:08:44.264852,Nairobi,Nakuru,155,3.3173089890966754,Diesel,12.714749689740565,19.707862019097874,3744.4937836285962
TR00104,VH020,2026-01-04 17:00:35.287057,Thika,Eldoret,350,6.750857784025595,Petrol,12.184494860827401,42.645732012895905,8529.146402579181
TR00105,VH036,2026-01-04 17:52:26.309261,Eldoret,Naivasha,235,4.217800351966309,Diesel,11.609137371819225,27.28147282377518,5183.479836517284
TR00106,VH019,2026-01-04 18:44:17.331466,Machakos,Naivasha,190,3.6239600404416628,Diesel,11.170381970984598,21.223725744870737,4032.5078915254403
TR00107,VH026,2026-01-04 19:36:08.353670,Kisumu,Thika,370,8.038274398180324,Diesel,19.343828541014666,71.57216560175426,13598.71146433331
TR00108,VH003,2026-01-04 20:27:59.375875,Eldoret,Kisumu,120,1.883436770868907,Diesel,12.441096795996192,14.92931615519543,2836.5700694871316
TR00109,VH019,2026-01-04 21:19:50.398079,Mombasa,Nairobi,480,11.502484863873843,Diesel,11.006074138556645,52.8291558650719,10037.53961436366
TR00110,VH020,2026-01-04 22:11:41.420284,Thika,Nakuru,200,4.183851732056954,Petrol,12.977816812511348,25.955633625022696,5191.126725004539
TR00111,VH032,2026-01-04 23:03:32.442488,Eldoret,Machakos,430,10.3963370745065,Petrol,13.818021795814976,59.417493722004394,11883.498744400878
TR00112,VH007,2026-01-04 23:55:23.464692,Nakuru,Nairobi,155,3.0903202457227272,Petrol,10.669993406028354,16.538489779343948,3307.6979558687894
TR00113,VH041,2026-01-05 00:47:14.486897,Kisumu,Nakuru,190,3.029720953249799,Diesel,18.61963336794147,35.377303399088795,6721.687645826871
TR00114,VH033,2026-01-05 01:39:05.509101,Naivasha,Mombasa,620,12.686046859896733,Petrol,13.540769716137515,83.9527722400526,16790.55444801052
TR00115,VH040,2026-01-05 02:30:56.531306,Thika,Mombasa,520,10.629251443593734,Petrol,12.677541944822488,65.92321811307694,13184.64362261539
TR00116,VH039,2026-01-05 03:22:47.553510,Mombasa,Thika,520,14.273047374564952,Diesel,24.004606560978136,124.82395411708632,23716.5512822464
TR00117,VH018,2026-01-05 04:14:38.575715,Naivasha,Thika,145,3.039573410722471,Diesel,9.290755602832006,13.471595624106408,2559.6031685802177
TR00118,VH040,2026-01-05 05:06:29.597919,Eldoret,Mombasa,750,12.668085136312413,Petrol,12.632578082608152,94.74433561956114,18948.867123912227
TR00119,VH001,2026-01-05 05:58:20.620124,Naivasha,Eldoret,235,4.896026045534684,Petrol,12.697132572881182,29.83826154627078,5967.652309254156
TR00120,VH011,2026-01-05 06:50:11.642328,Naivasha,Machakos,190,4.003567111820433,Diesel,14.30351016271075,27.176669309150427,5163.567168738581
TR00121,VH028,2026-01-05 07:42:02.664532,Kisumu,Nairobi,350,5.947756611394114,Petrol,10.488049991148538,36.70817496901988,7341.634993803976
TR00122,VH025,2026-01-05 08:33:53.686737,Machakos,Mombasa,420,8.843690220710991,Diesel,19.683118945731366,82.66909957207174,15707.128918693632
TR00123,VH050,2026-01-05 09:25:44.708941,Naivasha,Nairobi,95,1.5745048469634635,Diesel,11.032691569435066,10.481056990963312,1991.4008282830293
TR00124,VH023,2026-01-05 10:17:35.731146,Naivasha,Nairobi,95,2.3915685936854603,Diesel,13.32920737709971,12.662747008244724,2405.9219315664973
TR00125,VH031,2026-01-05 11:09:26.753350,Thika,Naivasha,145,2.616250294221293,Petrol,13.694416575352836,19.85690403426161,3971.380806852322
TR00126,VH030,2026-01-05 12:01:17.775555,Machakos,Mombasa,420,6.648658967870227,Diesel,14.963623097968139,62.847217011466185,11940.971232178576
TR00127,VH042,2026-01-05 12:53:08.797759,Kisumu,Nairobi,350,6.027950208737466,Diesel,14.795967432292608,51.785886013024125,9839.318342474584
TR00128,VH035,2026-01-05 13:44:59.819963,Mombasa,Naivasha,620,17.68305663451039,Diesel,10.029708779221773,62.184194431174994,11814.99694192325
TR00129,VH007,2026-01-05 14:36:50.842168,Eldoret,Naivasha,235,5.234602164691826,Petrol,10.238541707269361,24.060573012082997,4812.114602416599
TR00130,VH016,2026-01-05 15:28:41.864372,Kisumu,Mombasa,850,17.68461097410637,Diesel,19.03324773410312,161.78260573987652,30738.695090576537
TR00131,VH026,2026-01-05 16:20:32.886577,Kisumu,Naivasha,270,4.648788827329326,Diesel,20.442034677391913,55.193493628958166,10486.76378950205
TR00132,VH048,2026-01-05 17:12:23.908781,Nairobi,Nakuru,155,3.9393037095923296,Diesel,23.80942621690871,36.9046106362085,7011.876020879616
TR00133,VH049,2026-01-05 18:04:14.930986,Kisumu,Mombasa,850,20.311357998408177,Diesel,13.463280976677403,114.43788830175792,21743.198777334004
TR00134,VH002,2026-01-05 18:56:05.953190,Machakos,Nakuru,270,7.266114167702101,Petrol,19.30784084406208,52.13117027896762,10426.234055793524
TR00135,VH001,2026-01-05 19:47:56.975395,Nairobi,Mombasa,480,11.061539538799499,Petrol,13.098320758098543,62.871939638873,12574.3879277746
TR00136,VH048,2026-01-05 20:39:47.997599,Eldoret,Kisumu,120,3.000964304044551,Diesel,24.421533895456935,29.30584067454832,5568.109728164181
TR00137,VH012,2026-01-05 21:31:39.019803,Naivasha,Mombasa,620,9.875245878403085,Diesel,12.318658679656604,76.37568381387095,14511.379924635481
TR00138,VH005,2026-01-05 22:23:30.042008,Thika,Nairobi,45,1.0039940705860368,Diesel,18.724805003669488,8.42616225165127,1600.9708278137414
TR00139,VH037,2026-01-05 23:15:21.064212,Thika,Machakos,80,1.4407301014086025,Diesel,12.289068250423124,9.8312546003385,1867.938374064315
TR00140,VH032,2026-01-06 00:07:12.086417,Eldoret,Naivasha,235,4.686525670900054,Petrol,11.878974511440287,27.915590101884675,5583.1180203769345
TR00141,VH009,2026-01-06 00:59:03.108621,Eldoret,Thika,350,6.99556617554434,Diesel,12.888289980330034,45.10901493115512,8570.712836919472
TR00142,VH041,2026-01-06 01:50:54.130826,Machakos,Mombasa,420,9.277985112401398,Diesel,21.070610790849727,88.49656532156885,16814.347411098082
TR00143,VH035,2026-01-06 02:42:45.153030,Nakuru,Naivasha,75,1.3354658075791779,Diesel,10.08672963426859,7.565047225701442,1437.358972883274
TR00144,VH019,2026-01-06 03:34:36.175235,Naivasha,Thika,145,2.830110209819544,Diesel,13.969988667068357,20.256483567249116,3848.731877777332
TR00145,VH048,2026-01-06 04:26:27.197439,Eldoret,Naivasha,235,4.628357533082982,Diesel,21.804781664113996,51.241236910667894,9735.8350130269
TR00146,VH016,2026-01-06 05:18:18.219643,Kisumu,Naivasha,270,5.966503371406157,Diesel,21.315415288392266,57.55162127865912,10934.808042945233
TR00147,VH003,2026-01-06 06:10:09.241848,Machakos,Thika,80,1.7181469086275787,Diesel,14.77308685752027,11.818469486016216,2245.509202343081
TR00148,VH020,2026-01-06 07:02:00.264052,Thika,Mombasa,520,9.50443701965295,Petrol,9.779301837935385,50.852369557264005,10170.4739114528
TR00149,VH024,2026-01-06 07:53:51.286257,Mombasa,Machakos,420,8.101782322124036,Petrol,9.94618801272624,41.773989653450215,8354.797930690043
TR00150,VH033,2026-01-06 08:45:42.308461,Machakos,Kisumu,465,9.11983250757747,Petrol,13.040073745313919,60.636342915709726,12127.268583141946
TR00151,VH024,2026-01-06 09:37:33.330666,Thika,Nakuru,200,4.548797905023348,Petrol,10.304155400125044,20.608310800250088,4121.6621600500175
TR00152,VH011,2026-01-06 10:29:24.352870,Nairobi,Naivasha,95,1.4492120960151416,Diesel,13.996135531457634,13.296328754884751,2526.302463428103
TR00153,VH049,2026-01-06 11:21:15.375075,Machakos,Thika,80,1.73301417252989,Diesel,10.357667414542513,8.28613393163401,1574.365447010462
TR00154,VH008,2026-01-06 12:13:06.397279,Thika,Nakuru,200,4.0194558782407475,Diesel,9.165938151125008,18.331876302250016,3483.056497427503
TR00155,VH036,2026-01-06 13:04:57.419483,Nakuru,Machakos,270,5.56658208772747,Diesel,11.58507361943358,31.279698772470667,5943.142766769427
TR00156,VH038,2026-01-06 13:56:48.441688,Machakos,Naivasha,190,2.894678365757431,Diesel,10.983432170634307,20.868521124205184,3965.019013598985
TR00157,VH040,2026-01-06 14:48:39.463892,Machakos,Mombasa,420,8.809928973170216,Petrol,13.789231464662356,57.91477215158189,11582.954430316378
TR00158,VH020,2026-01-06 15:40:30.486097,Naivasha,Nairobi,95,2.023805729738541,Petrol,12.20599816616074,11.595698257852701,2319.13965157054
TR00159,VH035,2026-01-06 16:32:21.508301,Eldoret,Thika,350,6.869953270568193,Diesel,14.61801333988959,51.163046689613566,9720.978871026578
TR00160,VH048,2026-01-06 17:24:12.530506,Naivasha,Eldoret,235,5.286640181386446,Diesel,23.480918500860152,55.18015847702136,10484.230110634058
TR00161,VH025,2026-01-06 18:16:03.552710,Machakos,Nairobi,115,2.25965176051685,Diesel,19.265431683885087,22.15524643646785,4209.496822928892
TR00162,VH035,2026-01-06 19:07:54.574914,Eldoret,Mombasa,750,10.873847205832178,Diesel,14.000791183323981,105.00593387492987,19951.127436236675
TR00163,VH025,2026-01-06 19:59:45.597119,Thika,Eldoret,350,6.679699785880945,Diesel,22.492159313698163,78.72255759794358,14957.28594360928
TR00164,VH029,2026-01-06 20:51:36.619323,Mombasa,Machakos,420,8.060497120932123,Diesel,13.344758208803125,56.04798447697313,10649.117050624895
TR00165,VH018,2026-01-06 21:43:27.641528,Mombasa,Kisumu,850,19.206105090965192,Diesel,13.161314429850744,111.87117265373132,21255.52280420895
TR00166,VH046,2026-01-06 22:35:18.663732,Machakos,Nairobi,115,1.806084415347599,Diesel,12.869120345944701,14.799488397836406,2811.902795588917
TR00167,VH018,2026-01-06 23:27:09.685937,Nakuru,Machakos,270,4.121365884484896,Diesel,11.330017571765065,30.591047443765678,5812.299014315478
TR00168,VH002,2026-01-07 00:19:00.708141,Nairobi,Eldoret,310,5.455686860397134,Petrol,22.456487247511095,69.6151104672844,13923.022093456879
TR00169,VH035,2026-01-07 01:10:51.730346,Thika,Mombasa,520,9.415059416972348,Diesel,11.489787144791796,59.746893152917345,11351.909699054295
TR00170,VH016,2026-01-07 02:02:42.752550,Eldoret,Nairobi,310,6.441976458768541,Diesel,19.278179917609695,59.762357744590055,11354.84797147211
TR00171,VH041,2026-01-07 02:54:33.774754,Machakos,Eldoret,430,8.0932491904988,Diesel,22.316114866498726,95.95929392594452,18232.265845929458
TR00172,VH036,2026-01-07 03:46:24.796959,Thika,Mombasa,520,12.004042824657231,Diesel,10.169241845427388,52.88005759622242,10047.21094328226
TR00173,VH033,2026-01-07 04:38:15.819163,Machakos,Nakuru,270,6.5867975674047905,Petrol,9.399575546733034,25.378853976179194,5075.770795235839
TR00174,VH004,2026-01-07 05:30:06.841368,Nakuru,Mombasa,630,16.53494671507076,Diesel,10.00277092292627,63.017456814435505,11973.316794742746
TR00175,VH033,2026-01-07 06:21:57.863572,Kisumu,Mombasa,850,15.95183917217929,Petrol,12.041597007000336,102.35357455950286,20470.714911900573
TR00176,VH014,2026-01-07 07:13:48.885777,Kisumu,Nakuru,190,4.875169461416659,Diesel,11.810743917401185,22.44041344306225,4263.678554181828
TR00177,VH021,2026-01-07 08:05:39.907981,Nakuru,Naivasha,75,1.630331406303242,Petrol,23.26617679471419,17.44963259603564,3489.9265192071284
TR00178,VH048,2026-01-07 08:57:30.930186,Eldoret,Nakuru,160,3.231659599704864,Diesel,20.626234788191717,33.00197566110675,6270.375375610282
TR00179,VH020,2026-01-07 09:49:21.952390,Naivasha,Machakos,190,3.2779914524291223,Petrol,11.430017241191134,21.717032758263155,4343.406551652631
TR00180,VH008,2026-01-07 10:41:12.974594,Nakuru,Mombasa,630,13.884530484865993,Diesel,11.035424864076925,69.52317664368462,13209.403562300078
TR00181,VH007,2026-01-07 11:33:03.996799,Machakos,Nakuru,270,4.58355994000225,Petrol,13.25287395554673,35.782759679976174,7156.551935995235
TR00182,VH003,2026-01-07 12:24:55.019003,Eldoret,Naivasha,235,4.086013448150756,Diesel,11.78069581007484,27.684635153675877,5260.080679198417
TR00183,VH017,2026-01-07 13:16:46.041208,Mombasa,Machakos,420,10.137695642418706,Petrol,13.818838249711543,58.03912064878848,11607.824129757697
