sensor_reading_id,vehicle_id,reading_date,engine_temperature_c,oil_pressure_psi,battery_voltage_v,engine_rpm
SR00041,VH006,2026-01-01 17:16:54.221422,69.61500480516082,36.45362613975857,13.242325221227869,1464.9405603731796
SR00042,VH006,2026-01-01 17:42:49.576957,73.09989146341782,55.00459346084468,13.171667577693329,1777.1144475785002
SR00043,VH042,2026-01-01 18:08:44.932493,79.73436806928406,36.8671939813019,14.117427172449698,2044.54220666027
SR00044,VH019,2026-01-01 18:34:40.288028,85.6880505044662,50.652643227688756,13.430326901522701,2141.0656414537843
SR00045,VH032,2026-01-01 19:00:35.643564,97.08248334800112,46.87291812266279,13.215900617554121,2087.7733420363293
SR00046,VH042,2026-01-01 19:26:30.999099,81.42251106543387,55.52937678062422,13.596027837110368,1137.801978132385
SR00047,VH030,2026-01-01 19:52:26.354635,100.04903167768524,37.339464303802494,14.44453322747875,1784.4926610392456
SR00048,VH026,2026-01-01 20:18:21.710171,79.18183459297502,66.47489169986265,13.10736770307275,1484.1301420626794
SR00049,VH003,2026-01-01 20:44:17.065706,83.99388719518811,46.329742018599106,13.448938881347408,1216.037394684693
SR00050,VH033,2026-01-01 21:10:12.421242,73.1521230180488,53.381547172208045,12.280767707668344,1563.4226965775756
SR00051,VH050,2026-01-01 21:36:07.776777,81.5127460124501,47.74744640925298,14.21795409033909,1627.488329006022
SR00052,VH031,2026-01-01 22:02:03.132313,69.77527039361469,37.566076714448144,13.009999507066157,1417.8013696369273
SR00053,VH047,2026-01-01 22:27:58.487848,110.0,39.62041352613862,13.669407784855121,1809.2685590317724
SR00054,VH020,2026-01-01 22:53:53.843384,76.63944825444983,45.17579692488982,14.481494835073354,2095.0811097744754
SR00055,VH004,2026-01-01 23:19:49.198919,87.87208204611574,39.59400526662509,13.593250683840608,1995.3887390385644
SR00056,VH032,2026-01-01 23:45:44.554455,81.18429876364497,46.04210031252332,14.309092158801173,1625.909271589626
SR00057,VH018,2026-01-02 00:11:39.909990,83.1182573914301,51.17630855119228,14.145876009731621,2132.5335342549974
SR00058,VH010,2026-01-02 00:37:35.265526,84.38849295545019,53.97159886569216,13.73940865168542,1546.7145767522284
SR00059,VH022,2026-01-02 01:03:30.621062,92.59571578997435,56.689307519427864,12.149024256918283,2431.115988466343
SR00060,VH017,2026-01-02 01:29:25.976597,89.06548237300096,44.68314845178845,12.045463235282941,1882.7697246524415
SR00061,VH042,2026-01-02 01:55:21.332133,86.93432669110102,42.036408586784866,14.274650637326797,2146.3529206302946
SR00062,VH004,2026-01-02 02:21:16.687668,89.6374376701167,32.871145179804124,13.731836591057133,1614.0381328594947
SR00063,VH037,2026-01-02 02:47:12.043204,87.96899739564466,28.492244257665632,13.701093719905458,1705.105085511154
SR00064,VH007,2026-01-02 03:13:07.398739,74.79075107384911,44.319664562821835,13.223577321081555,1840.157393539399
SR00065,VH008,2026-01-02 03:39:02.754275,83.01462356598876,53.767028328645935,13.257559596958215,1753.1263116249029
SR00066,VH001,2026-01-02 04:04:58.109810,90.47044346819254,45.84654354570174,13.384003401174555,1645.049622228633
SR00067,VH008,2026-01-02 04:30:53.465346,80.23816026661353,47.92225450026976,13.231322512204683,1272.1480377846383
SR00068,VH019,2026-01-02 04:56:48.820882,87.85709691698015,37.850385575794014,13.721218804961275,1560.0404797900815
SR00069,VH017,2026-01-02 05:22:44.176417,93.81919355762864,41.871386912208166,13.913064842456603,1357.9753219876025
SR00070,VH041,2026-01-02 05:48:39.531953,79.44861992464257,53.1865745148898,12.925510938497661,1116.7271531706313
SR00071,VH048,2026-01-02 06:14:34.887488,93.1459724361336,48.09799244211794,13.976719509421917,1878.3536439008446
SR00072,VH009,2026-01-02 06:40:30.243024,84.15266270535963,41.74658383295526,13.573149854912973,1493.5769330868338
SR00073,VH016,2026-01-02 07:06:25.598559,85.5859464115139,49.68534335398588,13.438537435152,2290.866370186729
SR00074,VH045,2026-01-02 07:32:20.954095,91.77165175514831,45.85340279338158,13.650101075894328,1513.6425426037458
SR00075,VH037,2026-01-02 07:58:16.309630,89.74613746133396,52.594955995331844,12.860993559780898,1451.0750699068765
SR00076,VH027,2026-01-02 08:24:11.665166,63.248704025217364,48.408050941058036,13.112968887200779,2212.287979548433
SR00077,VH002,2026-01-02 08:50:07.020702,70.32099127083438,42.70628255709306,12.094627859762507,2031.3446537085633
SR00078,VH036,2026-01-02 09:16:02.376237,89.25385597639391,43.44162122951043,13.702912422722259,2193.4797625179226
SR00079,VH012,2026-01-02 09:41:57.731773,83.87079915135396,35.40004256541265,13.478984431402582,1697.8744384632726
SR00080,VH050,2026-01-02 10:07:53.087308,72.17510430989098,33.66820187545402,13.40289996025255,1149.3149280667083
SR00081,VH035,2026-01-02 10:33:48.442844,79.72597511497399,41.89826379332653,13.383212299079268,2046.8179419961477
SR00082,VH031,2026-01-02 10:59:43.798379,71.43164459399495,54.47359731557998,13.745324595125936,2160.7631366559795
SR00083,VH019,2026-01-02 11:25:39.153915,84.15694690811391,47.994668301739544,13.09076071776485,1683.140682762937
SR00084,VH026,2026-01-02 11:51:34.509450,95.06601119530103,42.958306590744776,13.649892870770097,2440.0526148717126
SR00085,VH036,2026-01-02 12:17:29.864986,79.28039534335934,49.62255290492716,14.129246363400508,2016.1112856593952
SR00086,VH004,2026-01-02 12:43:25.220522,86.96580873118697,52.80975394512822,12.368744274573984,1805.342022285499
SR00087,VH048,2026-01-02 13:09:20.576057,84.16458675583196,40.7333162903638,13.345908997906449,2040.1657240898758
SR00088,VH043,2026-01-02 13:35:15.931593,97.80929265194892,40.76656970905729,13.00355376607545,1448.5437135585903
SR00089,VH031,2026-01-02 14:01:11.287128,95.14573541294098,67.34087674746362,14.162336347422675,1848.1251715353221
SR00090,VH013,2026-01-02 14:27:06.642664,72.28851714125612,38.75398396243598,13.738886863768537,1266.0836165042779
SR00091,VH043,2026-01-02 14:53:01.998199,83.46885213916896,41.13400638173,13.936890902723869,1868.9876617888826
SR00092,VH039,2026-01-02 15:18:57.353735,77.91384821889623,42.496389134500376,13.936551138413655,1872.0819991925216
SR00093,VH046,2026-01-02 15:44:52.709270,80.1926917767852,38.00929298151028,14.528803041348842,1883.9749359761765
SR00094,VH004,2026-01-02 16:10:48.064806,91.28295279223636,31.515141568750252,13.694503956105153,1738.7461390472422
SR00095,VH040,2026-01-02 16:36:43.420342,86.54480605673095,45.63518641410354,12.98547860246075,1415.372752337953
SR00096,VH044,2026-01-02 17:02:38.775877,91.17209574449434,40.60303085750185,13.763008952655078,2614.7654070722347
SR00097,VH013,2026-01-02 17:28:34.131413,66.6703792938904,48.10673792573251,13.246754772898488,1418.5086900642827
SR00098,VH041,2026-01-02 17:54:29.486948,92.44355569728774,39.15208136484805,13.730951635292765,1343.6091060082258
SR00099,VH009,2026-01-02 18:20:24.842484,88.42469287537146,53.80788751654778,13.515585760454318,1761.7277216278537
SR00100,VH002,2026-01-02 18:46:20.198019,97.85565147006196,44.630206605054255,12.978353261302587,1748.5011306870579
SR00101,VH035,2026-01-02 19:12:15.553555,80.11349616261508,39.1157749311737,13.369060858878607,1879.6594747723598
SR00102,VH012,2026-01-02 19:38:10.909090,93.6088739155162,40.21920865591102,12.471964034459198,2092.2545206138266
SR00103,VH017,2026-01-02 20:04:06.264626,87.33643246463151,43.23455024922811,13.28562722222566,1411.527780698983
SR00104,VH004,2026-01-02 20:30:01.620162,86.0643834629634,54.58396447287791,13.3982184828021,2325.543061117854
SR00105,VH014,2026-01-02 20:55:56.975697,81.09692999028373,40.91817937027263,12.729046190424507,1668.3080039963477
SR00106,VH021,2026-01-02 21:21:52.331233,84.2432440460848,33.72586537606562,13.223719205577673,1175.11605155067
SR00107,VH041,2026-01-02 21:47:47.686768,77.16556436306799,57.187532801923616,14.647539636525924,1980.1420700833783
SR00108,VH008,2026-01-02 22:13:43.042304,81.81802079536588,32.36983846235326,13.813263964861054,1735.4677092002416
SR00109,VH033,2026-01-02 22:39:38.397839,80.27386746399343,61.466380338911684,12.71266939420476,1860.452549884173
SR00110,VH045,2026-01-02 23:05:33.753375,82.71063439773476,32.11054441919413,13.248432381912028,2145.329078254907
SR00111,VH028,2026-01-02 23:31:29.108910,83.54614952468488,42.25036168581018,12.878365501854343,2307.838420111904
SR00112,VH003,2026-01-02 23:57:24.464446,83.74673846643026,41.937443379487824,14.009610528052377,1442.1902161404273
SR00113,VH014,2026-01-03 00:23:19.819981,84.93735984934459,51.13724602903898,13.007753703032852,873.278363247997
SR00114,VH019,2026-01-03 00:49:15.175517,84.85969184572899,49.89168306101351,13.204668122127606,1656.7244134468028
SR00115,VH006,2026-01-03 01:15:10.531053,85.864531826734,58.6355987917647,14.080120719888853,1563.9311592746203
SR00116,VH036,2026-01-03 01:41:05.886588,84.75993341134115,34.36575685555595,13.697868485630364,1705.8271892562736
SR00117,VH020,2026-01-03 02:07:01.242124,82.83621113709098,32.917115101215096,13.397292354592706,1174.6350761415551
SR00118,VH001,2026-01-03 02:32:56.597659,88.44205981234947,52.348912570907906,13.51770988889763,1638.006128605522
SR00119,VH010,2026-01-03 02:58:51.953195,94.69910371044006,60.91132252165779,13.066399106045788,1492.6981830420023
SR00120,VH013,2026-01-03 03:24:47.308730,82.31518755390958,53.5450848857727,14.426370363388166,1387.8787780062676
SR00121,VH012,2026-01-03 03:50:42.664266,80.72001378681054,50.15704521649662,12.877791973799429,1116.9222670466775
SR00122,VH011,2026-01-03 04:16:38.019801,88.01248829945395,53.311672058117026,13.74449429687487,1622.5064053647684
SR00123,VH036,2026-01-03 04:42:33.375337,85.86218553041866,35.566003569905995,13.861467270451403,2261.256812042089
SR00124,VH017,2026-01-03 05:08:28.730873,77.26521005687363,43.3702696453128,14.47926685825617,1653.8488055936116
SR00125,VH047,2026-01-03 05:34:24.086408,78.98998783343073,45.23136009334226,13.395436005331709,1044.8372298721138
SR00126,VH029,2026-01-03 06:00:19.441944,80.2433373481176,44.27654790739354,12.870141522067932,2448.3146748213276
SR00127,VH003,2026-01-03 06:26:14.797479,76.70569132498676,48.70765930383117,13.712609100226961,1087.9850741517612
SR00128,VH029,2026-01-03 06:52:10.153015,88.50643173662768,44.82243102570179,12.963352080591129,1755.2571569507527
SR00129,VH010,2026-01-03 07:18:05.508550,91.11793427780289,41.88630899361026,13.067182548407153,1546.63149719766
SR00130,VH046,2026-01-03 07:44:00.864086,78.50823104211129,36.94258687424367,12.69913879545781,1544.5356008882472
SR00131,VH019,2026-01-03 08:09:56.219621,74.11646138661845,43.99019303608383,13.013089262398065,1573.9524309841315
SR00132,VH004,2026-01-03 08:35:51.575157,86.38138309014944,35.927375316713075,13.36313067481621,2020.1936294676764
SR00133,VH046,2026-01-03 09:01:46.930693,85.24656736841499,44.34092097142114,12.862469366513174,1757.5843819252705
SR00134,VH038,2026-01-03 09:27:42.286228,103.41484675140761,47.275372907255495,13.167547027279639,2144.341555746999
SR00135,VH012,2026-01-03 09:53:37.641764,90.3401182901897,40.37573434685985,13.905988929387746,2726.0320111860083
SR00136,VH031,2026-01-03 10:19:32.997299,75.9818455914511,50.22830757466766,13.664549479863505,2079.2882440405047
SR00137,VH002,2026-01-03 10:45:28.352835,77.38689220063792,52.206625342923246,13.992291704681767,2055.807276890766
SR00138,VH049,2026-01-03 11:11:23.708370,87.52283401069083,41.488821769837834,13.942018754085879,1674.7007938052698
SR00139,VH001,2026-01-03 11:37:19.063906,84.56153653824654,42.327842526182785,13.604944895246014,2135.5998908904057
SR00140,VH017,2026-01-03 12:03:14.419441,84.11678105557428,50.13609418711658,13.314890409227418,1890.9951298758908
SR00141,VH025,2026-01-03 12:29:09.774977,85.53504032988792,37.9365036853367,13.484214273723866,1572.337781514923
SR00142,VH005,2026-01-03 12:55:05.130513,91.20281824022115,37.24570078516945,13.062737160435917,1803.7039625316995
SR00143,VH048,2026-01-03 13:21:00.486048,99.83258827164295,42.53327382267836,12.849804029967213,1611.758899817331
SR00144,VH014,2026-01-03 13:46:55.841584,95.6354386155572,44.87488754933147,14.008843310027663,2079.9397860241256
SR00145,VH010,2026-01-03 14:12:51.197119,76.88397386666377,41.15516389661938,13.945379839473981,1226.8833730371962
SR00146,VH021,2026-01-03 14:38:46.552655,80.72328380397572,49.00513573593018,13.7136810035264,1770.1151151996846
SR00147,VH025,2026-01-03 15:04:41.908190,66.17087955644777,35.471812939351345,13.379415725674178,2118.8078910451786
SR00148,VH035,2026-01-03 15:30:37.263726,86.68753290549382,48.149657739275305,13.648026200672469,2269.6300775939035
SR00149,VH003,2026-01-03 15:56:32.619261,80.79932904193774,41.22543315073462,14.0417704569432,1692.9676052481668
SR00150,VH018,2026-01-03 16:22:27.974797,84.84481535494535,56.12258678754577,12.76425871098924,2097.248683635365
SR00151,VH050,2026-01-03 16:48:23.330333,78.41694229474712,51.38506514516365,13.404627013407422,2246.3037912954537
SR00152,VH036,2026-01-03 17:14:18.685868,78.3321104700085,45.88368617815651,14.226916881746101,1736.1305102646663
SR00153,VH039,2026-01-03 17:40:14.041404,72.67706983472263,44.711395086215035,13.581887546988561,2358.275685349924
SR00154,VH033,2026-01-03 18:06:09.396939,82.4463318783334,41.39360111624125,13.963353639731588,1654.0269707463385
SR00155,VH048,2026-01-03 18:32:04.752475,89.55145788978122,26.33407548986297,14.514189670914316,1274.2394729075013
SR00156,VH017,2026-01-03 18:58:00.108010,79.60836594519876,45.775055589953844,14.233276535985635,1499.3282233490118
SR00157,VH040,2026-01-03 19:23:55.463546,90.21310220004419,52.95368433622974,12.757665386753024,1745.1110295070926
SR00158,VH006,2026-01-03 19:49:50.819081,79.46957509607576,38.394904659174955,14.177180391993623,2113.175778305404
SR00159,VH034,2026-01-03 20:15:46.174617,85.00549727043392,39.235644463691294,13.73236523064212,1246.2312101418715
SR00160,VH026,2026-01-03 20:41:41.530153,95.84451380715227,45.72722931624234,14.152573852228938,1808.9911832867504
SR00161,VH042,2026-01-03 21:07:36.885688,81.09720818211717,36.1383147047132,11.936672044917325,2404.8975287023923
SR00162,VH031,2026-01-03 21:33:32.241224,86.80063346984568,39.883760917035715,13.928822945764436,1662.3171415539014
SR00163,VH049,2026-01-03 21:59:27.596759,87.07771037885021,41.911522142239114,13.707025679130858,1984.7496546362918
SR00164,VH028,2026-01-03 22:25:22.952295,87.18261708660256,45.86881885895552,13.760690090196436,1808.7740370589536
SR00165,VH036,2026-01-03 22:51:18.307830,89.24139196487602,59.43183998011773,12.835178705020414,1808.2137257941956
SR00166,VH013,2026-01-03 23:17:13.663366,86.97031165553105,44.665057145977386,13.670718358771984,1391.3951305823339
SR00167,VH021,2026-01-03 23:43:09.018901,76.78418414877653,47.67255973142455,13.888001278418306,1329.2504598526348
SR00168,VH026,2026-01-04 00:09:04.374437,81.69225190473371,44.471959192692,14.437130272675327,1843.045597588887
SR00169,VH031,2026-01-04 00:34:59.729972,89.60498505363513,47.0972294040162,13.795810750591967,2017.708744854879
SR00170,VH016,2026-01-04 01:00:55.085508,90.6369163151911,46.05746400248057,13.857481272589798,2003.286264670669
SR00171,VH031,2026-01-04 01:26:50.441044,79.05723388541435,51.76874637462132,13.506113310585608,2067.020514294435
SR00172,VH013,2026-01-04 01:52:45.796579,92.7806637355035,56.80516133290538,12.708700745121927,1993.3324556201721
SR00173,VH030,2026-01-04 02:18:41.152115,81.18216255043359,43.95606896860957,13.946156754661603,1726.6105401405255
SR00174,VH032,2026-01-04 02:44:36.507650,87.6606003486714,42.448143311288874,13.528022920286652,1530.2654890483948
SR00175,VH005,2026-01-04 03:10:31.863186,86.56154566165112,61.60554751440475,14.330347238631209,2163.57086938859
SR00176,VH012,2026-01-04 03:36:27.218721,77.69547667121786,56.92401666070972,13.075177124897962,1533.9788908809078
SR00177,VH039,2026-01-04 04:02:22.574257,82.80587192913663,47.460128664387355,13.861256867042451,1804.2972860705365
SR00178,VH041,2026-01-04 04:28:17.929792,68.64930204554697,53.81667767632798,13.39786128257683,1016.1925687396771
SR00179,VH037,2026-01-04 04:54:13.285328,81.85094337182652,56.415225678546165,14.298373622086373,2403.230324473237
SR00180,VH004,2026-01-04 05:20:08.640864,94.86898320589924,43.48254916034585,13.134303502031738,1622.1449959945353
SR00181,VH042,2026-01-04 05:46:03.996399,69.76097830198118,51.853493133779835,13.602477616106972,1050.2951187798994
SR00182,VH048,2026-01-04 06:11:59.351935,78.04929017358803,46.26602099822959,13.39973059874093,2346.334732550117
SR00183,VH043,2026-01-04 06:37:54.707470,81.30888280757512,46.47050321347286,14.219383598762573,1783.0916631303292
SR00184,VH029,2026-01-04 07:03:50.063006,67.9205333535357,50.71176670768292,13.781681338199522,1781.4711724814026
SR00185,VH041,2026-01-04 07:29:45.418541,68.92754322106575,57.375851058046216,12.413011720203468,2465.873791695254
SR00186,VH005,2026-01-04 07:55:40.774077,101.48173297140072,48.955719921461,12.919740390789649,1621.9383383214174
SR00187,VH011,2026-01-04 08:21:36.129612,89.6950086790099,51.635244936486,12.109522823733421,2366.233171211812
SR00188,VH030,2026-01-04 08:47:31.485148,92.99660657430772,51.58687296227683,13.905686012283496,1291.961865139319
SR00189,VH009,2026-01-04 09:13:26.840684,87.80227476964342,54.413337338514886,11.85599868961775,1974.3450502784574
SR00190,VH049,2026-01-04 09:39:22.196219,89.6365593753051,49.32341005418778,13.835365545241082,1923.3853997013769
SR00191,VH028,2026-01-04 10:05:17.551755,82.4530270499272,46.916200671764145,13.322869943048373,2092.3435703020114
SR00192,VH022,2026-01-04 10:31:12.907290,93.34296398768478,42.87868846639957,14.233171179004087,1405.5010413635036
SR00193,VH011,2026-01-04 10:57:08.262826,96.47201746130101,49.888636391485484,12.943573395760623,1162.5397538876184
SR00194,VH021,2026-01-04 11:23:03.618361,79.58806512709646,42.597209104302486,13.204783915018442,2715.013363567867
SR00195,VH006,2026-01-04 11:48:58.973897,83.01726215096599,45.96490655600056,13.590321198454205,2206.192581043973
SR00196,VH026,2026-01-04 12:14:54.329432,80.35779695532617,38.087515661010386,12.849109193952081,1711.2140655887729
SR00197,VH016,2026-01-04 12:40:49.684968,84.31576837864968,60.13108641138135,13.46537101038687,2011.8226413996626
SR00198,VH014,2026-01-04 13:06:45.040504,90.92682329548144,37.63998271999385,12.919274788704525,1555.9836525348987
SR00199,VH035,2026-01-04 13:32:40.396039,83.56985292221736,49.2439891994581,13.845723482044091,1835.8951602426787
SR00200,VH042,2026-01-04 13:58:35.751575,71.02504811772017,39.86146727253825,13.923326964850085,1482.2243761040224
SR00201,VH036,2026-01-04 14:24:31.107110,92.75787056757453,35.69427175662459,14.100981544353518,1741.8045422849134
SR00202,VH022,2026-01-04 14:50:26.462646,78.88619629446293,48.68713370394447,12.875236628771187,1311.2486157698145
SR00203,VH002,2026-01-04 15:16:21.818181,88.24738904965932,55.86843524784959,14.03414612332799,2497.604139464567
SR00204,VH013,2026-01-04 15:42:17.173717,89.02801308964433,39.9656289814835,12.592502342346574,1747.1392993199947
SR00205,VH011,2026-01-04 16:08:12.529252,81.57867363678322,49.488159959596125,12.744708585094774,1531.4386110886421
SR00206,VH012,2026-01-04 16:34:07.884788,77.67595584875485,57.98610649434846,13.67019826276521,1418.765340179889
SR00207,VH033,2026-01-04 17:00:03.240324,81.17417462562578,61.43019154772804,12.708022816274255,2453.6439307333235
SR00208,VH022,2026-01-04 17:25:58.595859,97.77272560413509,43.44739227828523,14.194410498329669,1802.4482088582852
SR00209,VH009,2026-01-04 17:51:53.951395,77.41017834100937,45.10966872923438,14.00217431228449,2370.1672256120637
SR00210,VH044,2026-01-04 18:17:49.306930,76.19151571235649,46.272095999401515,14.8,1886.2413703540496
SR00211,VH007,2026-01-04 18:43:44.662466,86.52584573314904,50.54311077827847,13.241328998722299,2051.80435758947
SR00212,VH017,2026-01-04 19:09:40.018001,83.29566809905221,44.24353973818239,13.809468686613274,1892.9125375518227
SR00213,VH010,2026-01-04 19:35:35.373537,81.72076831678032,50.037227861556644,13.561101057646894,1323.1241823072921
SR00214,VH038,2026-01-04 20:01:30.729072,77.77815873434594,45.07320311925937,13.43998537941235,2324.044687728748
SR00215,VH039,2026-01-04 20:27:26.084608,84.83329632311094,40.20391750746693,14.376582385784063,1920.2191464933353
SR00216,VH046,2026-01-04 20:53:21.440144,83.70856708855837,48.616219190295304,13.327526975076843,1565.1022097612802
SR00217,VH025,2026-01-04 21:19:16.795679,95.69500146475946,41.463160785676465,13.532520953820272,1796.1481222079387
SR00218,VH027,2026-01-04 21:45:12.151215,77.91239664782347,38.53873082613727,13.837168963846551,1950.1074925439161
SR00219,VH030,2026-01-04 22:11:07.506750,81.10862273736836,45.51404672052127,14.08049661437779,1639.425555719488
SR00220,VH030,2026-01-04 22:37:02.862286,95.2745897158851,39.77584789438245,13.106753052146827,1473.8873245589832
SR00221,VH043,2026-01-04 23:02:58.217821,80.8600634508964,42.97426527848524,14.123610412093546,1380.634642955737
SR00222,VH034,2026-01-04 23:28:53.573357,79.22625241087323,52.28922092295183,13.918604335784297,1696.2619240969548
SR00223,VH033,2026-01-04 23:54:48.928892,88.57375184078008,41.31024318636467,13.543522839174821,2228.5538538512656
SR00224,VH032,2026-01-05 00:20:44.284428,86.26769257550394,37.03824185159405,13.276679786847145,1559.1969058759287
SR00225,VH042,2026-01-05 00:46:39.639963,82.52620141360782,49.56741044164383,14.343375402846988,1574.8937100832143
SR00226,VH012,2026-01-05 01:12:34.995499,85.60460362597638,53.15008414150952,14.322523070156718,1682.5531764901975
SR00227,VH041,2026-01-05 01:38:30.351035,88.79553559173107,42.399248411780206,12.933997238041664,1659.083939182542
SR00228,VH023,2026-01-05 02:04:25.706570,86.28623699301866,54.8828453742661,12.678645152292223,1907.1726026590338
SR00229,VH029,2026-01-05 02:30:21.062106,89.6158584524082,49.460661849533054,13.518897861281436,1751.1642490561587
SR00230,VH043,2026-01-05 02:56:16.417641,83.49501895488135,55.557575421963655,12.79944306716027,1587.3914542778955
SR00231,VH001,2026-01-05 03:22:11.773177,76.76191563302741,38.78324589082936,13.0854210832709,1862.4281643739528
SR00232,VH020,2026-01-05 03:48:07.128712,89.53172570082184,32.82275384917591,12.804765329310092,2155.8112198559875
SR00233,VH010,2026-01-05 04:14:02.484248,82.83186869903334,49.11445372046646,14.088472342186797,2067.9436444496523
SR00234,VH019,2026-01-05 04:39:57.839783,82.62427214867728,45.37256651156502,13.051825703671593,1658.5978407375474
SR00235,VH023,2026-01-05 05:05:53.195319,90.9681387019133,47.05376587106637,13.276211902303594,2037.0886089028743
SR00236,VH021,2026-01-05 05:31:48.550855,98.28175613771033,48.38729037591592,13.918726808937187,1802.5822385558383
SR00237,VH043,2026-01-05 05:57:43.906390,71.55813913834405,56.24714784229106,14.197842381931729,1607.4370661491535
SR00238,VH035,2026-01-05 06:23:39.261926,82.47479791594657,40.817228660008126,13.226969100473191,1076.861856953306
SR00239,VH048,2026-01-05 06:49:34.617461,84.38553501887367,57.22828019830727,13.980476387089029,1922.1330952943583
SR00240,VH032,2026-01-05 07:15:29.972997,85.87414368709614,41.81060800271388,14.09624058666897,1746.3709944906998
